Value Set Name	Value Set Code	Value Set OID	Value Set Version	Value Set Definition	Value Set Status	VS Last Updated Date	VS Release Comments
Nationally Notifiable Disease Surveillance System (NNDSS) & Other Conditions of Public Health Importance	PHVS_NotifiableEvent_Disease_Condition_CDC_NNDSS	2.16.840.1.114222.4.11.1015	8	List of notifiable events, which includes infectious and non-infectious diseases or conditions. This list includes events that are notifiable at the state and national level.	Published	02/01/2022	Initial Import for : CB82B3A0-607F-DD11-B38D-00188B398520

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code
11716	Streptococcal disease, other, invasive, beta-hemolytic (non-group A and non-group B)	Streptococcal disease, other, invasive, beta-hemolytic (non-group A and non-group B)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11700	Streptococcal toxic-shock syndrome	Streptococcal toxic-shock syndrome		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11720	Streptococcus pneumoniae invasive, drug-resistant (DRSP), All age groups	Streptococcus pneumoniae invasive, drug-resistant (DRSP), All age groups		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11723	Streptococcus pneumoniae, invasive disease (IPD) (all ages)	Streptococcus pneumoniae, invasive disease (IPD) (all ages)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11717	Streptococcus pneumoniae, invasive disease non-drug resistant (IPD), < 5 years	Streptococcus pneumoniae, invasive disease non-drug resistant (IPD), < 5 years		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
50010	Sudden Infant Death Syndrome	Sudden Infant Death Syndrome		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
42050	Suicide	Suicide		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10316	Syphilis, congenital	Syphilis, congenital		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10313	Syphilis, early latent	Syphilis, early latent		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10314	Syphilis, late latent	Syphilis, late latent		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10319	Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)	Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10318	Syphilis, late with clinical manifestations other than neurosyphilis	Syphilis, late with clinical manifestations other than neurosyphilis		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10311	Syphilis, primary	Syphilis, primary		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10312	Syphilis, secondary	Syphilis, secondary		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10310	Syphilis, total primary and secondary	Syphilis, total primary and secondary		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10315	Syphilis, unknown latent	Syphilis, unknown latent		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10210	Tetanus	Tetanus		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10074	Tick-borne Encephalitis viruses	Tick-borne Encephalitis viruses		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10520	Toxic shock syndrome (other than Streptococcal) (TSS)	Toxic shock syndrome (other than Streptococcal) (TSS)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
12020	Toxoplasmosis	Toxoplasmosis		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10270	Trichinellosis	Trichinellosis		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10220	Tuberculosis	Tuberculosis		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10230	Tularemia	Tularemia		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10240	Typhoid fever (caused by Salmonella typhi)	Typhoid fever (caused by Salmonella typhi)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10260	Typhus Fever, (endemic fleaborne, Murine)	Typhus Fever, (endemic fleaborne, Murine)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11663	Vancomycin-intermediate Staphylococcus aureus (VISA)	Vancomycin-intermediate Staphylococcus aureus (VISA)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11645	Vancomycin-resistant Enterococcus	Vancomycin-resistant Enterococcus		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11665	Vancomycin-resistant Staphylococcus aureus (VRSA)	Vancomycin-resistant Staphylococcus aureus (VRSA)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10030	Varicella (Chickenpox)	Varicella (Chickenpox)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10055	Venezuelan equine encephalitis virus neuroinvasive disease	Venezuelan equine encephalitis virus neuroinvasive disease		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10067	Venezuelan equine encephalitis virus non-neuroinvasive disease	Venezuelan equine encephalitis virus non-neuroinvasive disease		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11541	Vibrio parahaemolyticus	Vibrio parahaemolyticus		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11540	Vibrio spp., non-toxigenic, other or unspecified	Vibrio spp., non-toxigenic, other or unspecified		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11542	Vibrio vulnificus	Vibrio vulnificus		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11545	Vibriosis	Vibriosis (any species of the family Vibrionaceae, other than toxigenic Vibrio cholera O1 or O139)		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11647	Viral hemorrhagic fevers	Viral hemorrhagic fevers		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10049	West Nile virus disease, non-neuroinvasive	West Nile virus disease, non-neuroinvasive		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10056	West Nile virus neuroinvasive disease	West Nile virus neuroinvasive disease		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10065	Western equine encephalitis virus disease, non-neuroinvasive	Western equine encephalitis virus disease, non-neuroinvasive		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10052	Western equine encephalitis virus neuroinvasive disease	Western equine encephalitis virus neuroinvasive disease		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
10660	Yellow fever	Yellow fever		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
11565	Yersiniosis	Yersiniosis		2.16.840.1.114222.4.5.277	Notifiable Event (Disease/Condition) Code List	PH_NotifiableEvent_Disease_Condition_CDC_NNDSS	20220101	NND
